"ClassificationTree","LogisticRegression","RandomForest","Bagging","Boosting","Supportvector","BestModel"
"0.867283950617284","0.878600823045268","0.900205761316872","0.874485596707819","0.896090534979424","0.891975308641975","RandomForest"
"0.851851851851852","0.882458847736626","0.89917695473251","0.858281893004115","0.895318930041152","0.901491769547325","Supportvector"
"0.845679012345679","0.876800411522634","0.897633744855967","0.8559670781893","0.887345679012346","0.892489711934156","RandomForest"
"0.850308641975309","0.871141975308642","0.898405349794239","0.864969135802469","0.892489711934156","0.890946502057613","RandomForest"
"0.83667695473251","0.876028806584362","0.899948559670782","0.840792181069959","0.895833333333333","0.890689300411523","RandomForest"
"0.848508230452675","0.879372427983539","0.898662551440329","0.853395061728395","0.897633744855967","0.892232510288066","RandomForest"
"0.846965020576132","0.881430041152263","0.895833333333333","0.852623456790123","0.896347736625514","0.893775720164609","Boosting"
"0.844135802469136","0.871656378600823","0.896862139917695","0.854423868312757","0.897119341563786","0.891718106995885","Boosting"
"0.843106995884774","0.874742798353909","0.902263374485597","0.850051440329218","0.896862139917695","0.891718106995885","RandomForest"
"0.858796296296296","0.886831275720165","0.907664609053498","0.873456790123457","0.905606995884774","0.90406378600823","RandomForest"
"0.853137860082305","0.885802469135803","0.904320987654321","0.856995884773663","0.894804526748971","0.898405349794239","RandomForest"
"0.863940329218107","0.87962962962963","0.905864197530864","0.861368312757202","0.895318930041152","0.898662551440329","RandomForest"
"0.851851851851852","0.88451646090535","0.902777777777778","0.862654320987654","0.895833333333333","0.900462962962963","RandomForest"
"0.850565843621399","0.87962962962963","0.901491769547325","0.857767489711934","0.893004115226337","0.89429012345679","RandomForest"
"0.840792181069959","0.872685185185185","0.894547325102881","0.847993827160494","0.888888888888889","0.889660493827161","RandomForest"
"0.852366255144033","0.874485596707819","0.901491769547325","0.859310699588477","0.893775720164609","0.891203703703704","RandomForest"
"0.849279835390947","0.875","0.902263374485597","0.852366255144033","0.896347736625514","0.8940329218107","RandomForest"
"0.850308641975309","0.874485596707819","0.902263374485597","0.854681069958848","0.898405349794239","0.894547325102881","RandomForest"
"0.853137860082305","0.880658436213992","0.898662551440329","0.874228395061728","0.89891975308642","0.897633744855967","Boosting"
"0.84130658436214","0.876543209876543","0.89891975308642","0.840534979423868","0.891975308641975","0.891718106995885","RandomForest"
"0.868569958847737","0.883487654320988","0.901491769547325","0.868827160493827","0.897633744855967","0.902520576131687","Supportvector"
"0.854166666666667","0.873199588477366","0.90406378600823","0.863425925925926","0.895318930041152","0.895576131687243","RandomForest"
"0.85570987654321","0.87962962962963","0.902777777777778","0.865740740740741","0.894804526748971","0.893518518518518","RandomForest"
"0.839248971193416","0.878600823045268","0.894804526748971","0.841820987654321","0.893775720164609","0.893775720164609","RandomForest"
"0.848765432098765","0.87962962962963","0.896604938271605","0.853909465020576","0.896604938271605","0.88940329218107","RandomForest"
"0.856738683127572","0.878086419753086","0.899434156378601","0.861882716049383","0.896347736625514","0.893518518518518","RandomForest"
"0.842592592592593","0.877314814814815","0.897633744855967","0.84619341563786","0.897376543209877","0.896347736625514","RandomForest"
"0.840534979423868","0.875257201646091","0.893004115226337","0.85108024691358","0.88940329218107","0.886831275720165","RandomForest"
"0.850565843621399","0.877572016460905","0.900462962962963","0.857510288065844","0.891718106995885","0.893261316872428","RandomForest"
"0.844907407407407","0.872427983539095","0.893518518518518","0.854938271604938","0.882716049382716","0.885545267489712","RandomForest"
"0.846707818930041","0.887602880658436","0.902006172839506","0.849794238683128","0.897633744855967","0.895318930041152","RandomForest"
"0.851594650205761","0.880144032921811","0.900462962962963","0.859825102880658","0.89891975308642","0.894547325102881","RandomForest"
"0.864197530864197","0.882716049382716","0.905092592592593","0.871656378600823","0.900977366255144","0.900720164609053","RandomForest"
"0.853395061728395","0.881687242798354","0.904578189300412","0.864969135802469","0.896604938271605","0.895576131687243","RandomForest"
"0.835905349794239","0.869341563786008","0.890689300411523","0.843878600823045","0.888888888888889","0.884259259259259","RandomForest"
"0.847736625514403","0.87988683127572","0.903292181069959","0.85570987654321","0.895061728395062","0.897890946502058","RandomForest"
"0.853395061728395","0.882716049382716","0.903034979423868","0.858024691358025","0.895061728395062","0.898662551440329","RandomForest"
"0.847479423868313","0.880401234567901","0.898662551440329","0.863168724279835","0.892489711934156","0.896090534979424","RandomForest"
"0.863683127572016","0.87988683127572","0.906121399176955","0.871399176954732","0.900205761316872","0.903034979423868","RandomForest"
"0.844135802469136","0.870884773662551","0.891460905349794","0.852880658436214","0.889146090534979","0.887602880658436","RandomForest"
"0.843621399176955","0.873713991769547","0.894547325102881","0.856738683127572","0.895061728395062","0.888117283950617","Boosting"
"0.850308641975309","0.883487654320988","0.912808641975309","0.854681069958848","0.901491769547325","0.904320987654321","RandomForest"
"0.84619341563786","0.879115226337449","0.903292181069959","0.843621399176955","0.895576131687243","0.891460905349794","RandomForest"
"0.854423868312757","0.878343621399177","0.898148148148148","0.856995884773663","0.902006172839506","0.895576131687243","Boosting"
"0.843621399176955","0.876028806584362","0.899948559670782","0.849537037037037","0.898662551440329","0.893004115226337","RandomForest"
"0.832304526748971","0.874742798353909","0.896862139917695","0.833333333333333","0.897376543209877","0.891975308641975","Boosting"
"0.845679012345679","0.881944444444444","0.904578189300412","0.849022633744856","0.895833333333333","0.896090534979424","RandomForest"
"0.842335390946502","0.874228395061728","0.89917695473251","0.851337448559671","0.892746913580247","0.893261316872428","RandomForest"
"0.8559670781893","0.87962962962963","0.899691358024691","0.859310699588477","0.899434156378601","0.8940329218107","RandomForest"
"0.852623456790123","0.874228395061728","0.894804526748971","0.856224279835391","0.892746913580247","0.887602880658436","RandomForest"
"0.839763374485597","0.875514403292181","0.895833333333333","0.847993827160494","0.892489711934156","0.889146090534979","RandomForest"
"0.840792181069959","0.871141975308642","0.895576131687243","0.848508230452675","0.882716049382716","0.886059670781893","RandomForest"
"0.843621399176955","0.875","0.902263374485597","0.851594650205761","0.895061728395062","0.892232510288066","RandomForest"
"0.854681069958848","0.878858024691358","0.905606995884774","0.865997942386831","0.892489711934156","0.896862139917695","RandomForest"
"0.842335390946502","0.878858024691358","0.905864197530864","0.850565843621399","0.898148148148148","0.895833333333333","RandomForest"
"0.856738683127572","0.883487654320988","0.905349794238683","0.87011316872428","0.897119341563786","0.901748971193416","RandomForest"
"0.847736625514403","0.876543209876543","0.900720164609053","0.854681069958848","0.897376543209877","0.893518518518518","RandomForest"
"0.852880658436214","0.877314814814815","0.901234567901235","0.859053497942387","0.899434156378601","0.897119341563786","RandomForest"
"0.845421810699588","0.878600823045268","0.900977366255144","0.847479423868313","0.897119341563786","0.892746913580247","RandomForest"
"0.852109053497942","0.881944444444444","0.905864197530864","0.866512345679012","0.901234567901235","0.897633744855967","RandomForest"
"0.846707818930041","0.871913580246914","0.896347736625514","0.85570987654321","0.890432098765432","0.893775720164609","RandomForest"
"0.839763374485597","0.870627572016461","0.893004115226337","0.849537037037037","0.891975308641975","0.88940329218107","RandomForest"
"0.838477366255144","0.873971193415638","0.898405349794239","0.845679012345679","0.897890946502058","0.893261316872428","RandomForest"
"0.843364197530864","0.879372427983539","0.903292181069959","0.850565843621399","0.891975308641975","0.896862139917695","RandomForest"
"0.848765432098765","0.866512345679012","0.893518518518518","0.851594650205761","0.888888888888889","0.885288065843621","RandomForest"
"0.856224279835391","0.877057613168724","0.90406378600823","0.869598765432099","0.895061728395062","0.895833333333333","RandomForest"
